movies_title(3, FourRooms1995)
ratings_rating(586, 3)
ratings_rating(117, 4)
ratings_rating(314, 3)
ratings_rating(764, 3)
ratings_rating(517, 5)
ratings_rating(484, 4)
ratings_rating(588, 2)
ratings_rating(79, 3)
ratings_rating(758, 4)
ratings_rating(704, 3)
ratings_rating(102, 2)
ratings_rating(487, 5)
ratings_rating(221, 3)
ratings_rating(625, 3)
ratings_rating(492, 4)
ratings_rating(286, 5)
ratings_rating(297, 3)
ratings_rating(786, 1)
ratings_rating(537, 4)
ratings_rating(416, 2)
ratings_rating(477, 4)
ratings_rating(377, 5)
ratings_rating(711, 4)
ratings_rating(705, 5)
ratings_rating(618, 3)
ratings_rating(682, 3)
ratings_rating(198, 5)
ratings_rating(704, 3)
ratings_rating(754, 3)
ratings_rating(523, 4)
ratings_rating(328, 3)
ratings_rating(495, 4)
ratings_rating(764, 3)
ratings_rating(500, 3)
ratings_rating(588, 5)
ratings_rating(638, 2)
ratings_rating(180, 4)
ratings_rating(646, 2)
ratings_rating(295, 5)
ratings_rating(389, 5)
ratings_rating(640, 4)
ratings_rating(633, 3)
ratings_rating(682, 5)
ratings_rating(473, 4)
ratings_rating(466, 5)
ratings_rating(506, 3)
ratings_rating(493, 4)
ratings_rating(506, 5)
ratings_rating(632, 3)
ratings_rating(758, 5)
ratings_rating(621, 3)
ratings_rating(774, 1)
ratings_rating(275, 2)
ratings_rating(291, 4)
ratings_rating(758, 5)
ratings_rating(393, 2)
ratings_rating(773, 4)
ratings_rating(291, 4)
ratings_rating(293, 2)
ratings_rating(517, 3)
ratings_rating(13, 1)
ratings_rating(62, 3)
ratings_rating(548, 5)
ratings_rating(59, 5)
ratings_rating(76, 2)
ratings_rating(408, 2)
ratings_rating(243, 3)
ratings_rating(542, 3)
ratings_rating(551, 4)
ratings_rating(716, 4)
ratings_rating(233, 3)
ratings_rating(472, 4)
ratings_rating(553, 4)
ratings_rating(671, 4)
ratings_rating(121, 3)
ratings_rating(771, 4)
ratings_rating(445, 1)
ratings_rating(94, 3)
ratings_rating(650, 4)
ratings_rating(778, 1)
ratings_rating(267, 3)
ratings_rating(459, 4)
ratings_rating(327, 4)
ratings_rating(506, 4)
ratings_rating(758, 4)
ratings_rating(704, 3)
ratings_rating(754, 4)
ratings_rating(435, 4)
ratings_rating(627, 2)
ratings_rating(682, 4)
ratings_rating(450, 4)
ratings_rating(579, 5)
ratings_rating(642, 4)
ratings_rating(499, 4)
ratings_rating(671, 3)
ratings_rating(592, 1)
ratings_rating(249, 5)
ratings_rating(786, 4)
ratings_rating(328, 4)
ratings_rating(409, 4)
ratings_rating(639, 3)
ratings_rating(566, 5)
ratings_rating(447, 3)
ratings_rating(624, 3)
ratings_rating(716, 3)
ratings_rating(152, 4)
ratings_rating(305, 5)
ratings_rating(592, 4)
ratings_rating(503, 5)
ratings_rating(698, 5)
ratings_rating(158, 4)
ratings_rating(682, 2)
ratings_rating(221, 5)
ratings_rating(540, 4)
ratings_rating(347, 5)
ratings_rating(773, 4)
ratings_rating(201, 1)
ratings_rating(711, 4)
ratings_rating(15, 3)
ratings_rating(52, 4)
ratings_rating(584, 1)
ratings_rating(640, 1)
ratings_rating(286, 4)
ratings_rating(267, 4)
ratings_rating(453, 2)
ratings_rating(472, 5)
ratings_rating(612, 4)
ratings_rating(664, 3)
ratings_rating(650, 4)
ratings_rating(654, 5)
ratings_rating(682, 3)
ratings_rating(466, 4)
ratings_rating(725, 4)
ratings_rating(493, 4)
ratings_rating(534, 4)
ratings_rating(704, 4)
ratings_rating(592, 4)
ratings_rating(727, 3)
ratings_rating(487, 4)
ratings_rating(295, 4)
ratings_rating(740, 4)
ratings_rating(459, 4)
ratings_rating(497, 4)
ratings_rating(436, 5)
ratings_rating(87, 4)
ratings_rating(671, 4)
ratings_rating(671, 3)
ratings_rating(784, 5)
ratings_rating(748, 4)
ratings_rating(532, 2)
ratings_rating(415, 4)
ratings_rating(758, 4)
ratings_rating(768, 4)
ratings_rating(521, 3)
ratings_rating(582, 2)
ratings_rating(264, 3)
ratings_rating(409, 5)
ratings_rating(354, 5)
ratings_rating(541, 4)
ratings_rating(326, 1)
ratings_rating(184, 4)
ratings_rating(334, 2)
ratings_rating(327, 3)
ratings_rating(291, 4)
ratings_rating(409, 4)
ratings_rating(588, 5)
ratings_rating(504, 4)
ratings_rating(435, 3)
ratings_rating(627, 2)
ratings_rating(347, 1)
ratings_rating(727, 2)
ratings_rating(276, 3)
ratings_rating(243, 3)
ratings_rating(757, 4)
ratings_rating(682, 3)
ratings_rating(720, 4)
ratings_rating(650, 2)
ratings_rating(447, 5)
ratings_rating(389, 4)
ratings_rating(495, 4)
ratings_rating(533, 2)
ratings_rating(676, 1)
ratings_rating(771, 5)
ratings_rating(328, 3)
ratings_rating(344, 4)
ratings_rating(522, 5)
ratings_rating(770, 4)
ratings_rating(257, 3)
ratings_rating(682, 5)
ratings_rating(495, 5)
ratings_rating(716, 3)
ratings_rating(408, 5)
ratings_rating(504, 3)
ratings_rating(377, 5)
ratings_rating(777, 1)
ratings_rating(42, 3)
ratings_rating(561, 3)
ratings_rating(416, 5)
ratings_rating(495, 4)
ratings_rating(345, 4)
ratings_rating(710, 4)
ratings_rating(533, 2)
ratings_rating(445, 2)
ratings_rating(704, 5)
ratings_rating(551, 1)
ratings_rating(780, 1)
ratings_rating(707, 3)
ratings_rating(562, 4)
ratings_rating(788, 3)
ratings_rating(514, 5)
ratings_rating(615, 5)
ratings_rating(674, 4)
ratings_rating(642, 4)
ratings_rating(472, 5)
ratings_rating(279, 3)
ratings_rating(230, 4)
ratings_rating(588, 3)
ratings_rating(788, 3)
ratings_rating(76, 3)
ratings_rating(640, 3)
ratings_rating(80, 5)
ratings_rating(222, 2)
ratings_rating(291, 4)
ratings_rating(115, 3)
ratings_rating(56, 5)
ratings_rating(59, 5)
ratings_rating(532, 4)
ratings_rating(201, 1)
ratings_rating(650, 3)
ratings_rating(452, 4)
ratings_rating(758, 5)
ratings_rating(770, 4)
ratings_rating(671, 4)
ratings_rating(209, 5)
ratings_rating(614, 4)
ratings_rating(434, 2)
ratings_rating(472, 4)
ratings_rating(470, 3)
ratings_rating(627, 5)
ratings_rating(650, 2)
ratings_rating(712, 4)
ratings_rating(498, 2)
ratings_rating(462, 5)
ratings_rating(707, 2)
ratings_rating(788, 3)
ratings_rating(757, 3)
ratings_rating(698, 3)
ratings_rating(328, 3)
ratings_rating(758, 5)
ratings_rating(452, 4)
ratings_rating(498, 3)
ratings_rating(615, 5)
ratings_rating(694, 3)
ratings_rating(468, 4)
ratings_rating(517, 2)
ratings_rating(535, 3)
ratings_rating(682, 5)
ratings_rating(632, 4)
ratings_rating(499, 4)
ratings_rating(586, 5)
ratings_rating(771, 5)
ratings_rating(416, 2)
ratings_rating(379, 4)
ratings_rating(583, 5)
ratings_rating(413, 5)
ratings_rating(586, 3)
ratings_rating(731, 1)
ratings_rating(332, 4)
ratings_rating(532, 3)
ratings_rating(532, 5)
ratings_rating(262, 2)
ratings_rating(648, 5)
ratings_rating(622, 4)
ratings_rating(773, 4)
ratings_rating(468, 4)
ratings_rating(773, 3)
ratings_rating(49, 4)
ratings_rating(343, 5)
ratings_rating(435, 2)
ratings_rating(539, 4)
ratings_rating(746, 4)
ratings_rating(503, 5)
ratings_rating(676, 1)
ratings_rating(479, 3)
ratings_rating(492, 4)
ratings_rating(290, 3)
ratings_rating(453, 4)
ratings_rating(13, 2)
ratings_rating(254, 5)
ratings_rating(297, 3)
ratings_rating(679, 4)
ratings_rating(650, 3)
ratings_rating(264, 5)
ratings_rating(593, 4)
ratings_rating(720, 2)
ratings_rating(479, 3)
ratings_rating(509, 2)
ratings_rating(682, 3)
ratings_rating(561, 1)
ratings_rating(536, 4)
ratings_rating(648, 1)
ratings_rating(682, 3)
ratings_rating(726, 4)
ratings_rating(500, 4)
ratings_rating(621, 4)
ratings_rating(660, 2)
ratings_rating(139, 5)
ratings_rating(486, 3)
ratings_rating(334, 3)
ratings_rating(625, 3)
ratings_rating(743, 5)
ratings_rating(671, 3)
ratings_rating(201, 3)
ratings_rating(710, 4)
ratings_rating(279, 4)
ratings_rating(786, 4)
ratings_rating(666, 3)
ratings_rating(393, 3)
ratings_rating(706, 1)
ratings_rating(85, 4)
ratings_rating(621, 1)
ratings_rating(409, 4)
ratings_rating(716, 4)
ratings_rating(406, 2)
ratings_rating(741, 3)
ratings_rating(707, 3)
ratings_rating(757, 4)
ratings_rating(435, 4)
ratings_rating(579, 3)
ratings_rating(498, 3)
ratings_rating(320, 3)
ratings_rating(642, 5)
ratings_rating(646, 3)
ratings_rating(606, 4)
ratings_rating(548, 4)
ratings_rating(514, 4)
ratings_rating(409, 4)
ratings_rating(334, 3)
ratings_rating(539, 3)
ratings_rating(758, 4)
ratings_rating(672, 4)
ratings_rating(561, 4)
ratings_rating(393, 4)
ratings_rating(504, 4)
ratings_rating(122, 3)
ratings_rating(772, 3)
ratings_rating(786, 4)
ratings_rating(640, 4)
ratings_rating(500, 3)
ratings_rating(528, 4)
ratings_rating(466, 3)
ratings_rating(504, 4)
ratings_rating(659, 3)
ratings_rating(435, 4)
ratings_rating(323, 3)
ratings_rating(787, 5)
ratings_rating(542, 4)
ratings_rating(539, 2)
ratings_rating(771, 5)
ratings_rating(420, 4)
ratings_rating(495, 3)
ratings_rating(561, 3)
ratings_rating(532, 5)
ratings_rating(222, 3)
ratings_rating(352, 5)
ratings_rating(407, 4)
ratings_rating(695, 2)
ratings_rating(327, 1)
ratings_rating(537, 5)
ratings_rating(622, 5)
ratings_rating(786, 4)
ratings_rating(499, 4)
ratings_rating(650, 2)
ratings_rating(303, 2)
ratings_rating(606, 4)
ratings_rating(171, 4)
ratings_rating(188, 5)
ratings_rating(716, 4)
ratings_rating(770, 4)
ratings_rating(122, 4)
ratings_rating(694, 3)
ratings_rating(773, 4)
ratings_rating(577, 4)
ratings_rating(701, 5)
ratings_rating(639, 1)
ratings_rating(94, 4)
ratings_rating(654, 4)
ratings_rating(455, 4)
ratings_rating(540, 3)
ratings_rating(406, 5)
ratings_rating(314, 4)
ratings_rating(393, 3)
ratings_rating(659, 5)
ratings_rating(551, 5)
ratings_rating(450, 5)
ratings_rating(524, 5)
ratings_rating(455, 4)
ratings_rating(391, 4)
ratings_rating(773, 4)
ratings_rating(268, 3)
ratings_rating(297, 1)
ratings_rating(660, 1)
ratings_rating(537, 3)
ratings_rating(378, 5)
ratings_rating(286, 3)
ratings_rating(90, 4)
ratings_rating(593, 5)
ratings_rating(314, 5)
ratings_rating(748, 4)
ratings_rating(420, 5)
ratings_rating(705, 3)
ratings_rating(648, 5)
ratings_rating(741, 3)
ratings_rating(777, 5)
ratings_rating(332, 5)
ratings_rating(648, 2)
ratings_rating(580, 4)
ratings_rating(495, 4)
ratings_rating(603, 2)
ratings_rating(500, 4)
ratings_rating(493, 5)
ratings_rating(682, 3)
ratings_rating(600, 5)
ratings_rating(768, 2)
ratings_rating(661, 5)
ratings_rating(755, 1)
ratings_rating(409, 2)
ratings_rating(574, 3)
ratings_rating(198, 3)
ratings_rating(476, 3)
ratings_rating(385, 5)
ratings_rating(785, 4)
ratings_rating(484, 3)
ratings_rating(610, 3)
ratings_rating(548, 4)
ratings_rating(561, 3)
ratings_rating(645, 4)
ratings_rating(665, 3)
ratings_rating(621, 4)
ratings_rating(541, 4)
ratings_rating(694, 4)
ratings_rating(363, 1)
ratings_rating(541, 1)
ratings_rating(484, 1)
ratings_rating(535, 4)
ratings_rating(523, 5)
ratings_rating(504, 5)
ratings_rating(642, 4)
ratings_rating(442, 4)
ratings_rating(345, 4)
ratings_rating(90, 2)
ratings_rating(622, 4)
ratings_rating(658, 4)
ratings_rating(757, 4)
ratings_rating(625, 4)
ratings_rating(716, 4)
ratings_rating(472, 5)
ratings_rating(551, 3)
ratings_rating(535, 5)
ratings_rating(305, 5)
ratings_rating(53, 4)
ratings_rating(634, 4)
ratings_rating(343, 5)
ratings_rating(502, 3)
ratings_rating(305, 2)
ratings_rating(537, 3)
ratings_rating(328, 2)
ratings_rating(778, 4)
ratings_rating(542, 3)
ratings_rating(642, 5)
ratings_rating(703, 3)
ratings_rating(707, 3)
ratings_rating(661, 4)
ratings_rating(654, 2)
ratings_rating(514, 3)
ratings_rating(184, 4)
ratings_rating(714, 3)
ratings_rating(776, 5)
ratings_rating(347, 5)
ratings_rating(133, 4)
ratings_rating(152, 5)
ratings_rating(650, 3)
ratings_rating(467, 4)
ratings_rating(711, 4)
ratings_rating(621, 3)
ratings_rating(81, 3)
ratings_rating(592, 4)
ratings_rating(671, 3)
ratings_rating(384, 4)
ratings_rating(650, 4)
ratings_rating(264, 4)
ratings_rating(660, 2)
ratings_rating(770, 5)
ratings_rating(291, 4)
ratings_rating(328, 4)
ratings_rating(731, 3)
ratings_rating(407, 4)
ratings_rating(67, 1)
ratings_rating(609, 1)
ratings_rating(600, 4)
ratings_rating(69, 3)
ratings_rating(703, 5)
ratings_rating(17, 4)
ratings_rating(279, 4)
ratings_rating(303, 4)
ratings_rating(498, 3)
ratings_rating(642, 3)
ratings_rating(646, 4)
ratings_rating(788, 3)
ratings_rating(553, 5)
ratings_rating(727, 2)
ratings_rating(561, 1)
ratings_rating(379, 5)
ratings_rating(668, 5)
ratings_rating(95, 4)
ratings_rating(152, 5)
ratings_rating(21, 1)
ratings_rating(429, 4)
ratings_rating(270, 4)
ratings_rating(400, 3)
ratings_rating(397, 4)
ratings_rating(378, 2)
ratings_rating(634, 2)
ratings_rating(222, 3)
ratings_rating(592, 4)
ratings_rating(3, 2)
ratings_rating(595, 4)
ratings_rating(25, 4)
ratings_rating(720, 4)
ratings_rating(445, 1)
ratings_rating(774, 1)
ratings_rating(622, 3)
ratings_rating(87, 4)
ratings_rating(254, 3)
ratings_rating(574, 3)
ratings_rating(711, 4)
ratings_rating(660, 4)
ratings_rating(548, 4)
ratings_rating(62, 4)
ratings_rating(201, 3)
ratings_rating(13, 5)
ratings_rating(684, 3)
ratings_rating(451, 4)
ratings_rating(258, 5)
ratings_rating(794, 5)
ratings_rating(758, 4)
ratings_rating(420, 5)
ratings_rating(561, 2)
ratings_rating(280, 3)
ratings_rating(416, 3)
ratings_rating(750, 4)
ratings_rating(528, 3)
ratings_rating(648, 5)
ratings_rating(363, 3)
ratings_rating(22, 1)
ratings_rating(507, 2)
ratings_rating(442, 4)
ratings_rating(241, 4)
ratings_rating(593, 4)
ratings_rating(784, 4)
ratings_rating(504, 4)
ratings_rating(450, 3)
ratings_rating(574, 3)
ratings_rating(695, 4)
ratings_rating(276, 3)
ratings_rating(58, 1)
ratings_rating(664, 4)
ratings_rating(497, 3)
ratings_rating(297, 3)
ratings_rating(69, 4)
ratings_rating(439, 3)
ratings_rating(711, 3)
ratings_rating(43, 4)
ratings_rating(279, 3)
ratings_rating(407, 2)
ratings_rating(329, 4)
ratings_rating(592, 4)
ratings_rating(303, 1)
ratings_rating(627, 4)
ratings_rating(593, 5)
ratings_rating(664, 4)
ratings_rating(530, 4)
ratings_rating(758, 3)
ratings_rating(393, 3)
ratings_rating(22, 4)
ratings_rating(389, 3)
ratings_rating(498, 3)
ratings_rating(497, 2)
ratings_rating(727, 3)
ratings_rating(664, 4)
ratings_rating(758, 3)
ratings_rating(711, 4)
ratings_rating(402, 5)
ratings_rating(90, 5)
ratings_rating(666, 3)
ratings_rating(707, 4)
ratings_rating(542, 2)
ratings_rating(650, 4)
ratings_rating(174, 1)
ratings_rating(497, 3)
ratings_rating(68, 1)
ratings_rating(767, 5)
ratings_rating(698, 4)
ratings_rating(627, 2)
ratings_rating(323, 3)
ratings_rating(611, 4)
ratings_rating(420, 5)
ratings_rating(13, 1)
ratings_rating(720, 5)
ratings_rating(533, 4)
ratings_rating(565, 5)
ratings_rating(768, 2)
ratings_rating(521, 4)
ratings_rating(445, 2)
ratings_rating(748, 5)
ratings_rating(570, 5)
ratings_rating(442, 3)
ratings_rating(758, 5)
ratings_rating(676, 4)
ratings_rating(551, 1)
ratings_rating(503, 3)
ratings_rating(166, 5)
ratings_rating(372, 4)
ratings_rating(536, 5)
ratings_rating(500, 4)
ratings_rating(624, 3)
ratings_rating(453, 5)
ratings_rating(794, 4)
ratings_rating(159, 4)
ratings_rating(452, 3)
ratings_rating(280, 3)
ratings_rating(95, 3)
ratings_rating(413, 4)
ratings_rating(620, 5)
ratings_rating(729, 4)
ratings_rating(297, 4)
ratings_rating(380, 4)
ratings_rating(551, 4)
ratings_rating(711, 4)
ratings_rating(758, 4)
ratings_rating(56, 5)
ratings_rating(532, 5)
ratings_rating(532, 5)
ratings_rating(305, 4)
ratings_rating(569, 5)
ratings_rating(439, 3)
ratings_rating(780, 5)
ratings_rating(147, 5)
ratings_rating(13, 2)
ratings_rating(379, 4)
ratings_rating(501, 4)
ratings_rating(157, 2)
ratings_rating(682, 3)
ratings_rating(648, 4)
ratings_rating(676, 5)
ratings_rating(676, 1)
ratings_rating(542, 5)
ratings_rating(615, 4)
ratings_rating(588, 2)
ratings_rating(514, 4)
ratings_rating(343, 2)
ratings_rating(344, 2)
ratings_rating(649, 5)
ratings_rating(459, 3)
ratings_rating(514, 5)
ratings_rating(246, 2)
ratings_rating(327, 2)
ratings_rating(606, 5)
ratings_rating(578, 1)
ratings_rating(521, 3)
ratings_rating(787, 3)
ratings_rating(451, 3)
ratings_rating(778, 3)
ratings_rating(354, 4)
ratings_rating(472, 5)
ratings_rating(541, 5)
ratings_rating(461, 3)
ratings_rating(704, 5)
ratings_rating(345, 3)
ratings_rating(781, 5)
ratings_rating(737, 4)
ratings_rating(225, 5)
ratings_rating(654, 3)
ratings_rating(524, 3)
ratings_rating(533, 4)
ratings_rating(758, 4)
ratings_rating(660, 4)
ratings_rating(533, 4)
ratings_rating(534, 4)
ratings_rating(548, 4)
ratings_rating(94, 4)
ratings_rating(731, 3)
ratings_rating(666, 4)
ratings_rating(445, 2)
ratings_rating(771, 5)
ratings_rating(711, 5)
ratings_rating(450, 4)
ratings_rating(786, 4)
ratings_rating(741, 4)
ratings_rating(85, 2)
ratings_rating(707, 3)
ratings_rating(774, 1)
ratings_rating(591, 5)
ratings_rating(788, 4)
ratings_rating(472, 3)
ratings_rating(627, 3)
ratings_rating(42, 4)
ratings_rating(402, 3)
ratings_rating(416, 5)
ratings_rating(705, 4)
ratings_rating(779, 4)
ratings_rating(796, 1)
ratings_rating(462, 4)
ratings_rating(774, 2)
ratings_rating(595, 2)
ratings_rating(59, 4)
ratings_rating(767, 5)
ratings_rating(452, 4)
ratings_rating(727, 3)
ratings_rating(407, 4)
ratings_rating(470, 4)
ratings_rating(727, 4)
ratings_rating(452, 5)
ratings_rating(773, 2)
ratings_rating(632, 3)
ratings_rating(210, 3)
ratings_rating(648, 2)
ratings_rating(761, 1)
ratings_rating(484, 5)
ratings_rating(416, 5)
ratings_rating(414, 2)
ratings_rating(406, 3)
ratings_rating(13, 1)
ratings_rating(755, 3)
ratings_rating(533, 1)
ratings_rating(85, 3)
ratings_rating(774, 2)
ratings_rating(795, 3)
ratings_rating(237, 4)
ratings_rating(794, 2)
ratings_rating(642, 5)
ratings_rating(619, 4)
ratings_rating(660, 3)
ratings_rating(555, 4)
ratings_rating(622, 3)
ratings_rating(53, 4)
ratings_rating(788, 4)
ratings_rating(569, 5)
ratings_rating(224, 2)
ratings_rating(592, 2)
ratings_rating(224, 1)
ratings_rating(604, 4)
ratings_rating(679, 4)
ratings_rating(496, 3)
ratings_rating(332, 5)
ratings_rating(157, 4)
ratings_rating(694, 5)
ratings_rating(153, 5)
ratings_rating(393, 4)
ratings_rating(640, 5)
ratings_rating(795, 4)
ratings_rating(648, 5)
ratings_rating(667, 3)
ratings_rating(622, 4)
ratings_rating(547, 4)
ratings_rating(517, 2)
ratings_rating(759, 4)
ratings_rating(537, 3)
ratings_rating(754, 4)
ratings_rating(672, 2)
ratings_rating(619, 5)
ratings_rating(371, 3)
ratings_rating(588, 5)
ratings_rating(600, 4)
ratings_rating(641, 5)
ratings_rating(694, 5)
ratings_rating(271, 5)
ratings_rating(450, 4)
ratings_rating(363, 2)
ratings_rating(780, 4)
ratings_rating(222, 3)
ratings_rating(694, 3)
ratings_rating(793, 3)
ratings_rating(622, 3)
ratings_rating(648, 2)
ratings_rating(518, 3)
ratings_rating(771, 4)
ratings_rating(506, 5)
ratings_rating(638, 2)
ratings_rating(434, 5)
ratings_rating(592, 5)
ratings_rating(532, 5)
ratings_rating(561, 3)
ratings_rating(577, 4)
ratings_rating(727, 2)
ratings_rating(736, 4)
ratings_rating(121, 4)
ratings_rating(660, 2)
ratings_rating(623, 5)
ratings_rating(276, 2)
ratings_rating(574, 3)
ratings_rating(711, 3)
ratings_rating(428, 4)
ratings_rating(664, 4)
ratings_rating(453, 5)
ratings_rating(741, 4)
ratings_rating(727, 4)
ratings_rating(774, 2)
ratings_rating(201, 3)
ratings_rating(660, 4)
ratings_rating(746, 4)
ratings_rating(773, 3)
ratings_rating(293, 4)
ratings_rating(101, 2)
ratings_rating(76, 3)
ratings_rating(486, 4)
ratings_rating(521, 3)
ratings_rating(506, 5)
ratings_rating(533, 3)
ratings_rating(774, 1)
ratings_rating(781, 5)
ratings_rating(435, 5)
ratings_rating(642, 2)
ratings_rating(495, 3)
ratings_rating(15, 4)
ratings_rating(158, 4)
ratings_rating(570, 3)
ratings_rating(380, 3)
ratings_rating(621, 3)
ratings_rating(793, 4)
ratings_rating(780, 4)
ratings_rating(152, 5)
ratings_rating(276, 3)
ratings_rating(7, 5)
ratings_rating(364, 5)
ratings_rating(665, 3)
ratings_rating(731, 5)
ratings_rating(501, 4)
ratings_rating(741, 3)
ratings_rating(249, 4)
ratings_rating(711, 4)
ratings_rating(795, 3)
ratings_rating(218, 5)
ratings_rating(542, 3)
ratings_rating(506, 3)
ratings_rating(796, 3)
ratings_rating(796, 1)
ratings_rating(222, 2)
ratings_rating(13, 4)
ratings_rating(599, 5)
ratings_rating(774, 3)
ratings_rating(487, 4)
ratings_rating(748, 3)
ratings_rating(761, 5)
ratings_rating(705, 5)
ratings_rating(497, 2)
ratings_rating(491, 5)
ratings_rating(761, 5)
ratings_rating(447, 4)
ratings_rating(295, 5)
ratings_rating(119, 1)
ratings_rating(676, 5)
ratings_rating(784, 4)
ratings_rating(599, 4)
ratings_rating(494, 4)
ratings_rating(642, 5)
ratings_rating(705, 4)
ratings_rating(364, 4)
ratings_rating(389, 2)
ratings_rating(321, 4)
ratings_rating(758, 5)
ratings_rating(672, 5)
ratings_rating(746, 2)
ratings_rating(507, 5)
ratings_rating(634, 3)
ratings_rating(500, 3)
ratings_rating(698, 3)
ratings_rating(379, 4)
ratings_rating(15, 4)
ratings_rating(7, 3)
ratings_rating(537, 4)
ratings_rating(595, 5)
ratings_rating(536, 4)
ratings_rating(716, 5)
ratings_rating(539, 3)
ratings_rating(425, 2)
ratings_rating(345, 3)
ratings_rating(87, 5)
ratings_rating(434, 5)
ratings_rating(344, 5)
ratings_rating(246, 3)
ratings_rating(614, 2)
ratings_rating(504, 4)
ratings_rating(622, 4)
ratings_rating(679, 2)
ratings_rating(621, 3)
ratings_rating(493, 4)
ratings_rating(551, 5)
ratings_rating(102, 3)
ratings_rating(372, 2)
ratings_rating(487, 4)
ratings_rating(642, 5)
ratings_rating(407, 4)
ratings_rating(393, 4)
ratings_rating(13, 1)
ratings_rating(625, 3)
ratings_rating(524, 4)
ratings_rating(660, 3)
ratings_rating(537, 2)
ratings_rating(666, 4)
ratings_rating(703, 4)
ratings_rating(404, 2)
ratings_rating(506, 1)
ratings_rating(406, 3)
ratings_rating(604, 3)
ratings_rating(727, 3)
ratings_rating(43, 3)
ratings_rating(625, 3)
ratings_rating(416, 5)
ratings_rating(777, 1)
ratings_rating(560, 3)
ratings_rating(296, 5)
ratings_rating(551, 4)
ratings_rating(476, 4)
ratings_rating(684, 3)
ratings_rating(563, 1)
ratings_rating(742, 3)
ratings_rating(698, 2)
ratings_rating(495, 3)
ratings_rating(551, 5)
ratings_rating(533, 3)
ratings_rating(406, 4)
ratings_rating(307, 5)
ratings_rating(758, 5)
ratings_rating(592, 5)
ratings_rating(660, 3)
ratings_rating(85, 4)
ratings_rating(303, 3)
ratings_rating(87, 4)
ratings_rating(548, 3)
ratings_rating(586, 3)
ratings_rating(450, 2)
ratings_rating(716, 2)
ratings_rating(542, 4)
ratings_rating(25, 4)
ratings_rating(650, 3)
ratings_rating(592, 5)
ratings_rating(506, 4)
ratings_rating(707, 4)
ratings_rating(537, 4)
ratings_rating(495, 5)
ratings_rating(557, 4)
ratings_rating(654, 5)
ratings_rating(650, 4)
ratings_rating(664, 3)
ratings_rating(741, 2)
ratings_rating(540, 4)
ratings_rating(557, 5)
ratings_rating(451, 2)
ratings_rating(758, 4)
ratings_rating(774, 2)
ratings_rating(206, 1)
ratings_rating(562, 3)
ratings_rating(363, 2)
ratings_rating(535, 4)
ratings_rating(407, 3)
ratings_rating(470, 4)
ratings_rating(429, 5)
ratings_rating(192, 3)
ratings_rating(642, 5)
ratings_rating(425, 4)
ratings_rating(758, 4)
ratings_rating(391, 5)
ratings_rating(742, 2)
ratings_rating(714, 2)
ratings_rating(379, 3)
ratings_rating(42, 3)
ratings_rating(704, 5)
ratings_rating(171, 4)
ratings_rating(330, 5)
ratings_rating(535, 4)
ratings_rating(703, 4)
ratings_rating(686, 5)
ratings_rating(798, 3)
ratings_rating(683, 3)
ratings_rating(216, 5)
ratings_rating(479, 1)
ratings_rating(476, 4)
ratings_rating(592, 3)
ratings_rating(518, 4)
ratings_rating(645, 4)
ratings_rating(222, 5)
ratings_rating(609, 1)
ratings_rating(367, 4)
ratings_rating(525, 2)
ratings_rating(796, 3)
ratings_rating(660, 4)
ratings_rating(535, 5)
ratings_rating(527, 5)
ratings_rating(358, 4)
ratings_rating(704, 3)
ratings_rating(788, 3)
ratings_rating(788, 4)
ratings_rating(750, 4)
ratings_rating(276, 3)
ratings_rating(617, 3)
ratings_rating(279, 2)
ratings_rating(196, 5)
ratings_rating(614, 2)
ratings_rating(561, 3)
ratings_rating(328, 5)
ratings_rating(230, 4)
ratings_rating(633, 3)
ratings_rating(682, 3)
ratings_rating(707, 3)
ratings_rating(745, 3)
ratings_rating(536, 4)
ratings_rating(536, 5)
ratings_rating(479, 4)
ratings_rating(94, 4)
ratings_rating(796, 4)
ratings_rating(276, 4)
ratings_rating(394, 3)
ratings_rating(610, 2)
ratings_rating(350, 5)
ratings_rating(542, 3)
ratings_rating(95, 4)
ratings_rating(758, 1)
ratings_rating(707, 5)
ratings_rating(177, 4)
ratings_rating(94, 4)
ratings_rating(798, 3)
ratings_rating(450, 4)
ratings_rating(326, 4)
ratings_rating(30, 4)
ratings_rating(222, 4)
ratings_rating(796, 5)
ratings_rating(764, 1)
ratings_rating(566, 2)
ratings_rating(586, 3)
ratings_rating(758, 3)
ratings_rating(551, 5)
ratings_rating(436, 4)
ratings_rating(757, 2)
ratings_rating(665, 3)
ratings_rating(110, 3)
ratings_rating(731, 3)
ratings_rating(645, 4)
ratings_rating(198, 5)
ratings_rating(402, 4)
ratings_rating(648, 3)
ratings_rating(533, 4)
ratings_rating(683, 4)
ratings_rating(671, 3)
ratings_rating(486, 3)
ratings_rating(29, 2)
ratings_rating(640, 4)
ratings_rating(645, 4)
ratings_rating(671, 4)
ratings_rating(684, 4)
ratings_rating(625, 3)
ratings_rating(363, 5)
ratings_rating(48, 5)
ratings_rating(462, 3)
ratings_rating(716, 2)
ratings_rating(184, 3)
ratings_rating(303, 4)
ratings_rating(314, 3)
ratings_rating(55, 4)
ratings_rating(682, 3)
ratings_rating(791, 4)
ratings_rating(660, 2)
ratings_rating(788, 3)
ratings_rating(160, 3)
ratings_rating(588, 2)
